Date,Site,SST
2002-10-01,LH07_s2,11.229999542236328
2002-10-01,LH10_s2,11.149999618530273
2002-10-01,PB02_s2,NA
2002-10-01,PB03_s2,NA
2002-10-01,PB10_s2,NA
2002-10-01,PB11_s2,NA
2002-10-01,PL02_s2,NA
2002-10-01,PL03_s2,NA
2002-10-01,PL14_s2,NA
2002-10-01,PL16_s2,NA
2002-11-01,BP01_s2,11.894999504089355
2002-11-01,BP02_s2,13.50999927520752
2002-11-01,BP03_s2,11.524999618530273
2002-11-01,BP05_s2,11.97499942779541
2002-11-01,BP06_s2,11.75999927520752
2002-11-01,BP08_s2,11.614999771118164
2002-11-01,BP10_s2,11.869999885559082
2002-11-01,BP13_s2,12.354999542236328
2002-11-01,BP14_s2,11.489999771118164
2002-11-01,LH01_s2,12.460000038146973
2002-11-01,LH02_s2,14.25
2002-11-01,LH07_s2,13.0649995803833
2002-11-01,LH10_s2,12.389999389648438
2002-11-01,PB02_s2,NA
2002-11-01,PB03_s2,NA
2002-11-01,PB10_s2,NA
2002-11-01,PB11_s2,NA
2002-11-01,PL02_s2,14.014999389648438
2002-11-01,PL03_s2,NA
2002-11-01,PL14_s2,NA
2002-11-01,PL16_s2,13.154999732971191
2002-12-01,BP01_s2,13.554999351501465
2002-12-01,BP02_s2,NA
2002-12-01,BP03_s2,NA
2002-12-01,BP05_s2,14.09000015258789
2002-12-01,BP06_s2,13.539999961853027
2002-12-01,BP08_s2,13.199999809265137
2002-12-01,BP10_s2,13.119999885559082
2002-12-01,BP13_s2,NA
2002-12-01,BP14_s2,13.764999389648438
2002-12-01,LH01_s2,15.920000076293945
2002-12-01,LH02_s2,15.364999771118164
2002-12-01,LH07_s2,15.824999809265137
2002-12-01,LH10_s2,15.15999984741211
2002-12-01,PB02_s2,NA
2002-12-01,PB03_s2,NA
2002-12-01,PB10_s2,NA
2002-12-01,PB11_s2,NA
2002-12-01,PL02_s2,18.90999984741211
2002-12-01,PL03_s2,NA
2002-12-01,PL14_s2,NA
2002-12-01,PL16_s2,15.924999237060547
2003-01-01,BP01_s2,15.604999542236328
2003-01-01,BP02_s2,17.489999771118164
2003-01-01,BP03_s2,15.149999618530273
2003-01-01,BP05_s2,15.979999542236328
2003-01-01,BP06_s2,16.174999237060547
2003-01-01,BP08_s2,16.079999923706055
2003-01-01,BP10_s2,15.25
2003-01-01,BP13_s2,15.049999237060547
2003-01-01,BP14_s2,16.114999771118164
2003-01-01,LH01_s2,16.10999870300293
2003-01-01,LH02_s2,17.389999389648437
2003-01-01,LH07_s2,15.654999732971191
2003-01-01,LH10_s2,15.25
2003-01-01,PB02_s2,NA
2003-01-01,PB03_s2,NA
2003-01-01,PB10_s2,NA
2003-01-01,PB11_s2,NA
2003-01-01,PL02_s2,NA
2003-01-01,PL03_s2,NA
2003-01-01,PL14_s2,NA
2003-01-01,PL16_s2,NA
2003-02-01,BP01_s2,18.21500015258789
2003-02-01,BP02_s2,19.55500030517578
2003-02-01,BP03_s2,17.40999984741211
2003-02-01,BP05_s2,18.029998779296875
2003-02-01,BP06_s2,18.020000457763672
2003-02-01,BP08_s2,17.344999313354492
2003-02-01,BP10_s2,17.584999084472656
2003-02-01,BP13_s2,19.014999389648438
2003-02-01,BP14_s2,18.30500030517578
2003-02-01,LH01_s2,20.684999465942383
2003-02-01,LH02_s2,20.959999084472656
2003-02-01,LH07_s2,20.299999237060547
2003-02-01,LH10_s2,21.55500030517578
2003-02-01,PB02_s2,NA
2003-02-01,PB03_s2,NA
2003-02-01,PB10_s2,NA
2003-02-01,PB11_s2,23.619998931884766
2003-02-01,PL02_s2,21.41499900817871
2003-02-01,PL03_s2,NA
2003-02-01,PL14_s2,NA
2003-02-01,PL16_s2,20.279998779296875
2003-03-01,BP01_s2,18.31999969482422
2003-03-01,BP02_s2,20.59000015258789
2003-03-01,BP03_s2,18.149999618530273
2003-03-01,BP05_s2,18.135000228881836
2003-03-01,BP06_s2,18.350000381469727
2003-03-01,BP08_s2,18.145000457763672
2003-03-01,BP10_s2,18.21500015258789
2003-03-01,BP13_s2,18.604999542236328
2003-03-01,BP14_s2,18.219999313354492
2003-03-01,LH01_s2,19.145000457763672
2003-03-01,LH02_s2,19.059999465942383
2003-03-01,LH07_s2,18.924999237060547
2003-03-01,LH10_s2,18.719999313354492
2003-03-01,PB02_s2,NA
2003-03-01,PB03_s2,NA
2003-03-01,PB10_s2,NA
2003-03-01,PB11_s2,NA
2003-03-01,PL02_s2,22.434999465942383
2003-03-01,PL03_s2,NA
2003-03-01,PL14_s2,NA
2003-03-01,PL16_s2,19.204999923706055
2003-04-01,BP01_s2,17.149999618530273
2003-04-01,BP02_s2,19.369998931884766
2003-04-01,BP03_s2,17.104999542236328
2003-04-01,BP05_s2,16.854999542236328
2003-04-01,BP06_s2,16.475000381469727
2003-04-01,BP08_s2,16.795000076293945
2003-04-01,BP10_s2,16.729999542236328
2003-04-01,BP13_s2,17.029998779296875
2003-04-01,BP14_s2,16.614999771118164
2003-04-01,LH01_s2,17.510000228881836
2003-04-01,LH02_s2,18.170000076293945
2003-04-01,LH07_s2,17.65999984741211
2003-04-01,LH10_s2,17.969999313354492
2003-04-01,PB02_s2,NA
2003-04-01,PB03_s2,NA
2003-04-01,PB10_s2,NA
2003-04-01,PB11_s2,NA
2003-04-01,PL02_s2,21.064998626708984
2003-04-01,PL03_s2,21.16499900817871
2003-04-01,PL14_s2,NA
2003-04-01,PL16_s2,18.719999313354492
2003-05-01,BP01_s2,15.094999313354492
2003-05-01,BP02_s2,NA
2003-05-01,BP03_s2,15.335000038146973
2003-05-01,BP05_s2,14.809999465942383
2003-05-01,BP06_s2,15.25999927520752
2003-05-01,BP08_s2,15.274999618530273
2003-05-01,BP10_s2,15.289999961853027
2003-05-01,BP13_s2,15.09999942779541
2003-05-01,BP14_s2,NA
2003-05-01,LH01_s2,14.674999237060547
2003-05-01,LH02_s2,14.769999504089355
2003-05-01,LH07_s2,15.069999694824219
2003-05-01,LH10_s2,15.0649995803833
2003-05-01,PB02_s2,NA
2003-05-01,PB03_s2,NA
2003-05-01,PB10_s2,NA
2003-05-01,PB11_s2,NA
2003-05-01,PL02_s2,NA
2003-05-01,PL03_s2,NA
2003-05-01,PL14_s2,NA
2003-05-01,PL16_s2,15.0649995803833
2003-06-01,BP01_s2,NA
2003-06-01,BP02_s2,NA
2003-06-01,BP03_s2,13.545000076293945
2003-06-01,BP05_s2,12.829999923706055
2003-06-01,BP06_s2,13.50999927520752
2003-06-01,BP08_s2,12.979999542236328
2003-06-01,BP10_s2,13.149999618530273
2003-06-01,BP13_s2,13.914999961853027
2003-06-01,BP14_s2,13.625
2003-06-01,LH01_s2,13.22499942779541
2003-06-01,LH02_s2,13.15999984741211
2003-06-01,LH07_s2,NA
2003-06-01,LH10_s2,14.104999542236328
2003-06-01,PB02_s2,NA
2003-06-01,PB03_s2,NA
2003-06-01,PB10_s2,NA
2003-06-01,PB11_s2,NA
2003-06-01,PL02_s2,NA
2003-06-01,PL03_s2,NA
2003-06-01,PL14_s2,NA
2003-06-01,PL16_s2,NA
2003-07-01,BP01_s2,NA
2003-07-01,BP02_s2,NA
2003-07-01,BP03_s2,11.6899995803833
2003-07-01,BP05_s2,11.604999542236328
2003-07-01,BP06_s2,11.654999732971191
2003-07-01,BP08_s2,NA
2003-07-01,BP10_s2,NA
2003-07-01,BP13_s2,NA
2003-07-01,BP14_s2,NA
2003-07-01,LH01_s2,NA
2003-07-01,LH02_s2,NA
2003-07-01,LH07_s2,NA
2003-07-01,LH10_s2,NA
2003-07-01,PB02_s2,NA
2003-07-01,PB03_s2,NA
2003-07-01,PB10_s2,NA
2003-07-01,PB11_s2,NA
2003-07-01,PL02_s2,NA
2003-07-01,PL03_s2,NA
2003-07-01,PL14_s2,NA
2003-07-01,PL16_s2,NA
2003-08-01,BP01_s2,8.664999961853027
2003-08-01,BP02_s2,NA
2003-08-01,BP03_s2,8.6399993896484375
2003-08-01,BP05_s2,8.9399995803833
2003-08-01,BP06_s2,8.954999923706055
2003-08-01,BP08_s2,8.954999923706055
2003-08-01,BP10_s2,8.97499942779541
2003-08-01,BP13_s2,8.644999504089355
2003-08-01,BP14_s2,8.899999618530273
2003-08-01,LH01_s2,7.940000057220459
2003-08-01,LH02_s2,9.154999732971191
2003-08-01,LH07_s2,7.579999923706055
2003-08-01,LH10_s2,7.864999771118164
2003-08-01,PB02_s2,NA
2003-08-01,PB03_s2,NA
2003-08-01,PB10_s2,NA
2003-08-01,PB11_s2,NA
2003-08-01,PL02_s2,NA
2003-08-01,PL03_s2,NA
2003-08-01,PL14_s2,NA
2003-08-01,PL16_s2,NA
2003-09-01,BP01_s2,NA
2003-09-01,BP02_s2,NA
2003-09-01,BP03_s2,NA
2003-09-01,BP05_s2,9.579999923706055
2003-09-01,BP06_s2,NA
2003-09-01,BP08_s2,9.574999809265137
2003-09-01,BP10_s2,9.239999771118164
2003-09-01,BP13_s2,NA
2003-09-01,BP14_s2,NA
2003-09-01,LH01_s2,9.074999809265137
2003-09-01,LH02_s2,9.03499984741211
2003-09-01,LH07_s2,NA
2003-09-01,LH10_s2,9.675000190734863
2003-09-01,PB02_s2,NA
2003-09-01,PB03_s2,NA
2003-09-01,PB10_s2,NA
2003-09-01,PB11_s2,NA
2003-09-01,PL02_s2,NA
2003-09-01,PL03_s2,NA
2003-09-01,PL14_s2,NA
2003-09-01,PL16_s2,NA
2003-10-01,BP01_s2,10.529999732971191
2003-10-01,BP02_s2,10.649999618530273
2003-10-01,BP03_s2,10.1899995803833
2003-10-01,BP05_s2,9.8899993896484375
2003-10-01,BP06_s2,9.869999885559082
2003-10-01,BP08_s2,10.554999351501465
2003-10-01,BP10_s2,10.710000038146973
2003-10-01,BP13_s2,10.795000076293945
2003-10-01,BP14_s2,10.764999389648438
2003-10-01,LH01_s2,11.054999351501465
2003-10-01,LH02_s2,11.389999389648438
2003-10-01,LH07_s2,11.079999923706055
2003-10-01,LH10_s2,11.054999351501465
2003-10-01,PB02_s2,NA
2003-10-01,PB03_s2,NA
2003-10-01,PB10_s2,NA
2003-10-01,PB11_s2,NA
2003-10-01,PL02_s2,NA
2003-10-01,PL03_s2,NA
2003-10-01,PL14_s2,NA
2003-10-01,PL16_s2,11.559999465942383
2003-11-01,BP01_s2,12.154999732971191
2003-11-01,BP02_s2,NA
2003-11-01,BP03_s2,12.154999732971191
2003-11-01,BP05_s2,11.729999542236328
2003-11-01,BP06_s2,11.704999923706055
2003-11-01,BP08_s2,11.88499927520752
2003-11-01,BP10_s2,12.029999732971191
2003-11-01,BP13_s2,10.574999809265137
2003-11-01,BP14_s2,12.59000015258789
2003-11-01,LH01_s2,12.449999809265137
2003-11-01,LH02_s2,12.274999618530273
2003-11-01,LH07_s2,14.710000038146973
2003-11-01,LH10_s2,12.25
2003-11-01,PB02_s2,NA
2003-11-01,PB03_s2,NA
2003-11-01,PB10_s2,NA
2003-11-01,PB11_s2,NA
2003-11-01,PL02_s2,NA
2003-11-01,PL03_s2,NA
2003-11-01,PL14_s2,NA
2003-11-01,PL16_s2,13.22499942779541
2003-12-01,BP01_s2,14.00999927520752
2003-12-01,BP02_s2,15.234999656677246
2003-12-01,BP03_s2,14.045000076293945
2003-12-01,BP05_s2,13.34999942779541
2003-12-01,BP06_s2,13.889999389648438
2003-12-01,BP08_s2,13.719999313354492
2003-12-01,BP10_s2,13.739999771118164
2003-12-01,BP13_s2,13.84999942779541
2003-12-01,BP14_s2,14.0649995803833
2003-12-01,LH01_s2,15.059999465942383
2003-12-01,LH02_s2,16.344999313354492
2003-12-01,LH07_s2,15.53499984741211
2003-12-01,LH10_s2,15.920000076293945
2003-12-01,PB02_s2,NA
2003-12-01,PB03_s2,NA
2003-12-01,PB10_s2,NA
2003-12-01,PB11_s2,NA
2003-12-01,PL02_s2,15.670000076293945
2003-12-01,PL03_s2,18.6299991607666
2003-12-01,PL14_s2,20.424999237060547
2003-12-01,PL16_s2,15.559999465942383
2004-01-01,BP01_s2,16.799999237060547
2004-01-01,BP02_s2,17.329999923706055
2004-01-01,BP03_s2,16.209999084472656
2004-01-01,BP05_s2,16.204999923706055
2004-01-01,BP06_s2,16.045000076293945
2004-01-01,BP08_s2,15.949999809265137
2004-01-01,BP10_s2,15.63499927520752
2004-01-01,BP13_s2,NA
2004-01-01,BP14_s2,16.420000076293945
2004-01-01,LH01_s2,18.524999618530273
2004-01-01,LH02_s2,18.645000457763672
2004-01-01,LH07_s2,17.459999084472656
2004-01-01,LH10_s2,18.65999984741211
2004-01-01,PB02_s2,NA
2004-01-01,PB03_s2,NA
2004-01-01,PB10_s2,NA
2004-01-01,PB11_s2,NA
2004-01-01,PL02_s2,21.154998779296875
2004-01-01,PL03_s2,NA
2004-01-01,PL14_s2,NA
2004-01-01,PL16_s2,18.704999923706055
2004-02-01,BP01_s2,18.190000534057617
2004-02-01,BP02_s2,NA
2004-02-01,BP03_s2,18.145000457763672
2004-02-01,BP05_s2,NA
2004-02-01,BP06_s2,17.85999870300293
2004-02-01,BP08_s2,17.56999969482422
2004-02-01,BP10_s2,17.66499900817871
2004-02-01,BP13_s2,20.029998779296875
2004-02-01,BP14_s2,19.854999542236328
2004-02-01,LH01_s2,22.209999084472656
2004-02-01,LH02_s2,25.064998626708984
2004-02-01,LH07_s2,22.19499969482422
2004-02-01,LH10_s2,16.09000015258789
2004-02-01,PB02_s2,NA
2004-02-01,PB03_s2,NA
2004-02-01,PB10_s2,NA
2004-02-01,PB11_s2,NA
2004-02-01,PL02_s2,NA
2004-02-01,PL03_s2,NA
2004-02-01,PL14_s2,NA
2004-02-01,PL16_s2,19.369998931884766
2004-03-01,BP01_s2,17.684999465942383
2004-03-01,BP02_s2,18.779998779296875
2004-03-01,BP03_s2,17.565000534057617
2004-03-01,BP05_s2,16.760000228881836
2004-03-01,BP06_s2,16.875
2004-03-01,BP08_s2,17.334999084472656
2004-03-01,BP10_s2,16.674999237060547
2004-03-01,BP13_s2,17.85999870300293
2004-03-01,BP14_s2,17.559999465942383
2004-03-01,LH01_s2,18.809999465942383
2004-03-01,LH02_s2,21.10999870300293
2004-03-01,LH07_s2,19.420000076293945
2004-03-01,LH10_s2,19.770000457763672
2004-03-01,PB02_s2,NA
2004-03-01,PB03_s2,NA
2004-03-01,PB10_s2,NA
2004-03-01,PB11_s2,NA
2004-03-01,PL02_s2,21.19999885559082
2004-03-01,PL03_s2,NA
2004-03-01,PL14_s2,NA
2004-03-01,PL16_s2,18.279998779296875
2004-04-01,BP01_s2,16.299999237060547
2004-04-01,BP02_s2,18.66499900817871
2004-04-01,BP03_s2,16.31999969482422
2004-04-01,BP05_s2,16.395000457763672
2004-04-01,BP06_s2,16.354999542236328
2004-04-01,BP08_s2,16.48499870300293
2004-04-01,BP10_s2,16.604999542236328
2004-04-01,BP13_s2,16.80500030517578
2004-04-01,BP14_s2,16.03499984741211
2004-04-01,LH01_s2,17.010000228881836
2004-04-01,LH02_s2,17.15999984741211
2004-04-01,LH07_s2,15.319999694824219
2004-04-01,LH10_s2,17.125
2004-04-01,PB02_s2,NA
2004-04-01,PB03_s2,NA
2004-04-01,PB10_s2,NA
2004-04-01,PB11_s2,NA
2004-04-01,PL02_s2,NA
2004-04-01,PL03_s2,NA
2004-04-01,PL14_s2,NA
2004-04-01,PL16_s2,16.704999923706055
2004-05-01,BP01_s2,15.434999465942383
2004-05-01,BP02_s2,16.520000457763672
2004-05-01,BP03_s2,14.085000038146973
2004-05-01,BP05_s2,NA
2004-05-01,BP06_s2,13.944999694824219
2004-05-01,BP08_s2,13.914999961853027
2004-05-01,BP10_s2,14.054999351501465
2004-05-01,BP13_s2,13.684999465942383
2004-05-01,BP14_s2,13.670000076293945
2004-05-01,LH01_s2,15.214999198913574
2004-05-01,LH02_s2,15.734999656677246
2004-05-01,LH07_s2,NA
2004-05-01,LH10_s2,NA
2004-05-01,PB02_s2,NA
2004-05-01,PB03_s2,NA
2004-05-01,PB10_s2,NA
2004-05-01,PB11_s2,NA
2004-05-01,PL02_s2,NA
2004-05-01,PL03_s2,NA
2004-05-01,PL14_s2,NA
2004-05-01,PL16_s2,16.94499969482422
2004-06-01,BP01_s2,14.21500015258789
2004-06-01,BP02_s2,NA
2004-06-01,BP03_s2,NA
2004-06-01,BP05_s2,12.755000114440918
2004-06-01,BP06_s2,13.429999351501465
2004-06-01,BP08_s2,13.859999656677246
2004-06-01,BP10_s2,NA
2004-06-01,BP13_s2,NA
2004-06-01,BP14_s2,NA
2004-06-01,LH01_s2,11.5649995803833
2004-06-01,LH02_s2,NA
2004-06-01,LH07_s2,NA
2004-06-01,LH10_s2,NA
2004-06-01,PB02_s2,NA
2004-06-01,PB03_s2,NA
2004-06-01,PB10_s2,NA
2004-06-01,PB11_s2,NA
2004-06-01,PL02_s2,NA
2004-06-01,PL03_s2,NA
2004-06-01,PL14_s2,NA
2004-06-01,PL16_s2,NA
2004-07-01,BP01_s2,10.130000114440918
2004-07-01,BP02_s2,NA
2004-07-01,BP03_s2,10.179999351501465
2004-07-01,BP05_s2,NA
2004-07-01,BP06_s2,10.460000038146973
2004-07-01,BP08_s2,NA
2004-07-01,BP10_s2,10.59999942779541
2004-07-01,BP13_s2,NA
2004-07-01,BP14_s2,NA
2004-07-01,LH01_s2,NA
2004-07-01,LH02_s2,NA
2004-07-01,LH07_s2,NA
2004-07-01,LH10_s2,NA
2004-07-01,PB02_s2,NA
2004-07-01,PB03_s2,NA
2004-07-01,PB10_s2,NA
2004-07-01,PB11_s2,NA
2004-07-01,PL02_s2,NA
2004-07-01,PL03_s2,NA
2004-07-01,PL14_s2,NA
2004-07-01,PL16_s2,NA
2004-08-01,BP01_s2,10.644999504089355
2004-08-01,BP02_s2,NA
2004-08-01,BP03_s2,10.739999771118164
2004-08-01,BP05_s2,8.949999809265137
2004-08-01,BP06_s2,8.809999465942383
2004-08-01,BP08_s2,8.635000228881836
2004-08-01,BP10_s2,NA
2004-08-01,BP13_s2,8.7649993896484375
2004-08-01,BP14_s2,8.039999961853027
2004-08-01,LH01_s2,7.779999732971191
2004-08-01,LH02_s2,7.960000038146973
2004-08-01,LH07_s2,8.300000190734863
2004-08-01,LH10_s2,8.699999809265137
2004-08-01,PB02_s2,NA
2004-08-01,PB03_s2,NA
2004-08-01,PB10_s2,NA
2004-08-01,PB11_s2,NA
2004-08-01,PL02_s2,NA
2004-08-01,PL03_s2,NA
2004-08-01,PL14_s2,NA
2004-08-01,PL16_s2,NA
2004-09-01,BP01_s2,NA
2004-09-01,BP02_s2,NA
2004-09-01,BP03_s2,8.75
2004-09-01,BP05_s2,8.479999542236328
2004-09-01,BP06_s2,9.175000190734863
2004-09-01,BP08_s2,8.335000038146973
2004-09-01,BP10_s2,NA
2004-09-01,BP13_s2,NA
2004-09-01,BP14_s2,NA
2004-09-01,LH01_s2,NA
2004-09-01,LH02_s2,8.28499984741211
2004-09-01,LH07_s2,8.539999961853027
2004-09-01,LH10_s2,NA
2004-09-01,PB02_s2,NA
2004-09-01,PB03_s2,NA
2004-09-01,PB10_s2,NA
2004-09-01,PB11_s2,NA
2004-09-01,PL02_s2,NA
2004-09-01,PL03_s2,NA
2004-09-01,PL14_s2,NA
2004-09-01,PL16_s2,NA
2004-10-01,BP01_s2,10.15999984741211
2004-10-01,BP02_s2,NA
2004-10-01,BP03_s2,11.274999618530273
2004-10-01,BP05_s2,10.21500015258789
2004-10-01,BP06_s2,9.104999542236328
2004-10-01,BP08_s2,9.085000038146973
2004-10-01,BP10_s2,9.824999809265137
2004-10-01,BP13_s2,10.904999732971191
2004-10-01,BP14_s2,10.269999504089355
2004-10-01,LH01_s2,10.929999351501465
2004-10-01,LH02_s2,11.670000076293945
2004-10-01,LH07_s2,10.809999465942383
2004-10-01,LH10_s2,9.71500015258789
2004-10-01,PB02_s2,NA
2004-10-01,PB03_s2,NA
2004-10-01,PB10_s2,NA
2004-10-01,PB11_s2,NA
2004-10-01,PL02_s2,NA
2004-10-01,PL03_s2,NA
2004-10-01,PL14_s2,NA
2004-10-01,PL16_s2,NA
2004-11-01,BP01_s2,12.039999961853027
2004-11-01,BP02_s2,13.13499927520752
2004-11-01,BP03_s2,11.789999961853027
2004-11-01,BP05_s2,11.75
2004-11-01,BP06_s2,11.789999961853027
2004-11-01,BP08_s2,13.279999732971191
2004-11-01,BP10_s2,11.639999389648438
2004-11-01,BP13_s2,14.614999771118164
2004-11-01,BP14_s2,13.184999465942383
2004-11-01,LH01_s2,10.479999542236328
2004-11-01,LH02_s2,10.3149995803833
2004-11-01,LH07_s2,NA
2004-11-01,LH10_s2,NA
2004-11-01,PB02_s2,NA
2004-11-01,PB03_s2,NA
2004-11-01,PB10_s2,NA
2004-11-01,PB11_s2,NA
2004-11-01,PL02_s2,NA
2004-11-01,PL03_s2,NA
2004-11-01,PL14_s2,NA
2004-11-01,PL16_s2,NA
2004-12-01,BP01_s2,15.319999694824219
2004-12-01,BP02_s2,16.15999984741211
2004-12-01,BP03_s2,14.844999313354492
2004-12-01,BP05_s2,14.549999237060547
2004-12-01,BP06_s2,14.839999198913574
2004-12-01,BP08_s2,14.649999618530273
2004-12-01,BP10_s2,14.755000114440918
2004-12-01,BP13_s2,14.984999656677246
2004-12-01,BP14_s2,14.984999656677246
2004-12-01,LH01_s2,16.30500030517578
2004-12-01,LH02_s2,16.639999389648437
2004-12-01,LH07_s2,16.524999618530273
2004-12-01,LH10_s2,16.065000534057617
2004-12-01,PB02_s2,NA
2004-12-01,PB03_s2,NA
2004-12-01,PB10_s2,NA
2004-12-01,PB11_s2,NA
2004-12-01,PL02_s2,18.209999084472656
2004-12-01,PL03_s2,NA
2004-12-01,PL14_s2,16.1299991607666
2004-12-01,PL16_s2,16.510000228881836
2005-01-01,BP01_s2,15.274999618530273
2005-01-01,BP02_s2,NA
2005-01-01,BP03_s2,NA
2005-01-01,BP05_s2,NA
2005-01-01,BP06_s2,15.339999198913574
2005-01-01,BP08_s2,14.239999771118164
2005-01-01,BP10_s2,15.059999465942383
2005-01-01,BP13_s2,NA
2005-01-01,BP14_s2,14.344999313354492
2005-01-01,LH01_s2,NA
2005-01-01,LH02_s2,NA
2005-01-01,LH07_s2,NA
2005-01-01,LH10_s2,NA
2005-01-01,PB02_s2,NA
2005-01-01,PB03_s2,NA
2005-01-01,PB10_s2,NA
2005-01-01,PB11_s2,NA
2005-01-01,PL02_s2,NA
2005-01-01,PL03_s2,NA
2005-01-01,PL14_s2,NA
2005-01-01,PL16_s2,NA
2005-02-01,BP01_s2,18.024999618530273
2005-02-01,BP02_s2,19.994998931884766
2005-02-01,BP03_s2,17.889999389648438
2005-02-01,BP05_s2,18.315000534057617
2005-02-01,BP06_s2,17.520000457763672
2005-02-01,BP08_s2,17.85999870300293
2005-02-01,BP10_s2,16.584999084472656
2005-02-01,BP13_s2,18.639999389648437
2005-02-01,BP14_s2,20.56999969482422
2005-02-01,LH01_s2,19.44999885559082
2005-02-01,LH02_s2,19.764999389648437
2005-02-01,LH07_s2,20.760000228881836
2005-02-01,LH10_s2,19.479999542236328
2005-02-01,PB02_s2,NA
2005-02-01,PB03_s2,NA
2005-02-01,PB10_s2,NA
2005-02-01,PB11_s2,NA
2005-02-01,PL02_s2,21.045000076293945
2005-02-01,PL03_s2,NA
2005-02-01,PL14_s2,NA
2005-02-01,PL16_s2,20.78999900817871
2005-03-01,BP01_s2,17.934999465942383
2005-03-01,BP02_s2,19.85999870300293
2005-03-01,BP03_s2,18.829999923706055
2005-03-01,BP05_s2,21.244998931884766
2005-03-01,BP06_s2,17.44999885559082
2005-03-01,BP08_s2,18.420000076293945
2005-03-01,BP10_s2,17.78499984741211
2005-03-01,BP13_s2,18.68000030517578
2005-03-01,BP14_s2,17.739999771118164
2005-03-01,LH01_s2,19.350000381469727
2005-03-01,LH02_s2,22.41499900817871
2005-03-01,LH07_s2,21.60999870300293
2005-03-01,LH10_s2,22.65999984741211
2005-03-01,PB02_s2,NA
2005-03-01,PB03_s2,NA
2005-03-01,PB10_s2,NA
2005-03-01,PB11_s2,NA
2005-03-01,PL02_s2,27.809999465942383
2005-03-01,PL03_s2,NA
2005-03-01,PL14_s2,NA
2005-03-01,PL16_s2,19.979999542236328
2005-04-01,BP01_s2,16.645000457763672
2005-04-01,BP02_s2,NA
2005-04-01,BP03_s2,16.969999313354492
2005-04-01,BP05_s2,14.389999389648438
2005-04-01,BP06_s2,16.649999618530273
2005-04-01,BP08_s2,16.375
2005-04-01,BP10_s2,16.28999900817871
2005-04-01,BP13_s2,17.395000457763672
2005-04-01,BP14_s2,16.844999313354492
2005-04-01,LH01_s2,15.479999542236328
2005-04-01,LH02_s2,17.524999618530273
2005-04-01,LH07_s2,17.524999618530273
2005-04-01,LH10_s2,17.029998779296875
2005-04-01,PB02_s2,NA
2005-04-01,PB03_s2,NA
2005-04-01,PB10_s2,NA
2005-04-01,PB11_s2,NA
2005-04-01,PL02_s2,NA
2005-04-01,PL03_s2,NA
2005-04-01,PL14_s2,NA
2005-04-01,PL16_s2,17.524999618530273
2005-05-01,BP01_s2,15.454999923706055
2005-05-01,BP02_s2,NA
2005-05-01,BP03_s2,16.084999084472656
2005-05-01,BP05_s2,16.084999084472656
2005-05-01,BP06_s2,15.304999351501465
2005-05-01,BP08_s2,15.50999927520752
2005-05-01,BP10_s2,15.125
2005-05-01,BP13_s2,15.734999656677246
2005-05-01,BP14_s2,14.835000038146973
2005-05-01,LH01_s2,15.829999923706055
2005-05-01,LH02_s2,14.929999351501465
2005-05-01,LH07_s2,15.739999771118164
2005-05-01,LH10_s2,15.769999504089355
2005-05-01,PB02_s2,NA
2005-05-01,PB03_s2,NA
2005-05-01,PB10_s2,NA
2005-05-01,PB11_s2,NA
2005-05-01,PL02_s2,NA
2005-05-01,PL03_s2,NA
2005-05-01,PL14_s2,NA
2005-05-01,PL16_s2,NA
2005-06-01,BP01_s2,13.5649995803833
2005-06-01,BP02_s2,NA
2005-06-01,BP03_s2,NA
2005-06-01,BP05_s2,NA
2005-06-01,BP06_s2,12.38499927520752
2005-06-01,BP08_s2,10.069999694824219
2005-06-01,BP10_s2,NA
2005-06-01,BP13_s2,12.1899995803833
2005-06-01,BP14_s2,12.6899995803833
2005-06-01,LH01_s2,NA
2005-06-01,LH02_s2,NA
2005-06-01,LH07_s2,NA
2005-06-01,LH10_s2,NA
2005-06-01,PB02_s2,NA
2005-06-01,PB03_s2,NA
2005-06-01,PB10_s2,NA
2005-06-01,PB11_s2,NA
2005-06-01,PL02_s2,NA
2005-06-01,PL03_s2,NA
2005-06-01,PL14_s2,NA
2005-06-01,PL16_s2,NA
2005-07-01,BP01_s2,10.234999656677246
2005-07-01,BP02_s2,NA
2005-07-01,BP03_s2,9.670000076293945
2005-07-01,BP05_s2,NA
2005-07-01,BP06_s2,NA
2005-07-01,BP08_s2,9.529999732971191
2005-07-01,BP10_s2,9.494999885559082
2005-07-01,BP13_s2,NA
2005-07-01,BP14_s2,NA
2005-07-01,LH01_s2,NA
2005-07-01,LH02_s2,NA
2005-07-01,LH07_s2,NA
2005-07-01,LH10_s2,NA
2005-07-01,PB02_s2,NA
2005-07-01,PB03_s2,NA
2005-07-01,PB10_s2,NA
2005-07-01,PB11_s2,NA
2005-07-01,PL02_s2,NA
2005-07-01,PL03_s2,NA
2005-07-01,PL14_s2,NA
2005-07-01,PL16_s2,NA
2005-08-01,BP01_s2,NA
2005-08-01,BP02_s2,NA
2005-08-01,BP03_s2,NA
2005-08-01,BP05_s2,NA
2005-08-01,BP06_s2,9.829999923706055
2005-08-01,BP08_s2,9.239999771118164
2005-08-01,BP10_s2,8.994999885559082
2005-08-01,BP13_s2,9.104999542236328
2005-08-01,BP14_s2,9.059999465942383
2005-08-01,LH01_s2,NA
