SiteFrom,Date,Median
BP14,2013-12-01,0.23992787301540375
BP14,2014-01-01,0.45050258934497833
BP14,2014-02-01,0.39127862453460693
BP14,2014-03-01,0.5149655938148499
BP14,2014-04-01,0.5941059589385986
BP14,2014-05-01,0.3387741148471832
BP14,2014-06-01,0.3932829201221466
BP14,2014-07-01,0.31994834542274475
BP14,2014-08-01,0.32066190242767334
BP14,2014-09-01,0.8053421378135681
BP14,2014-10-01,0.4094475507736206
BP14,2014-11-01,0.47953149676322937
BP14,2014-12-01,0.21094954758882523
BP14,2015-01-01,0.3467329293489456
BP14,2015-02-01,0.3788284957408905
BP14,2015-03-01,0.4051511287689209
BP14,2015-04-01,0.26824069023132324
BP14,2015-05-01,0.7105537056922913
BP14,2015-06-01,0.48891955614089966
BP14,2015-07-01,NA
BP14,2015-08-01,0.570018857717514
BP14,2015-09-01,0.5409210324287415
BP14,2015-10-01,0.5224194526672363
BP14,2015-11-01,0.32616934180259705
BP14,2015-12-01,0.31011348962783813
BP14,2016-01-01,0.23005171865224838
BP14,2016-02-01,0.38523928821086884
BP14,2016-03-01,0.47297848761081696
BP14,2016-04-01,0.34869083762168884
BP14,2016-05-01,0.28193846344947815
BP14,2016-06-01,0.3658106327056885
BP14,2016-07-01,NA
BP14,2016-08-01,0.3511287569999695
BP14,2016-09-01,0.4280148446559906
BP14,2016-10-01,0.2198883444070816
BP14,2016-11-01,0.34870512783527374
BP14,2016-12-01,0.27381613850593567
BP14,2017-01-01,0.6802698373794556
BP14,2017-02-01,0.3465326726436615
BP14,2017-03-01,0.4530765414237976
BP14,2017-04-01,0.3096863329410553
BP14,2017-05-01,0.3338407576084137
BP14,2017-06-01,0.2138138711452484
BP14,2017-07-01,0.3578243851661682
BP14,2017-08-01,0.5946955978870392
BP14,2017-09-01,0.3171733617782593
BP14,2017-10-01,0.34892039000988007
BP14,2017-11-01,0.39365561306476593
BP14,2017-12-01,0.21018940210342407
BP14,2018-01-01,0.4036136865615845
BP14,2018-02-01,0.2747062146663666
BP14,2018-03-01,0.42558953166007996
BP14,2018-04-01,0.6590017676353455
BP14,2018-05-01,0.5141916871070862
BP14,2018-06-01,0.3116508722305298
BP14,2018-07-01,0.38846299052238464
BP14,2018-08-01,0.44570207595825195
BP14,2018-09-01,0.38225725293159485
BP14,2018-10-01,0.3896319419145584
BP14,2018-11-01,0.3747233748435974
BP14,2018-12-01,0.28455623984336853
BP14,2019-01-01,0.26162147521972656
BP14,2019-02-01,0.5300903916358948
BP14,2019-03-01,0.343160942196846
BP13,2002-07-01,0.3282904624938965
BP13,2002-08-01,0.5775626450777054
BP13,2002-09-01,0.7557479739189148
BP13,2002-10-01,0.39679527282714844
BP13,2002-11-01,0.37836161255836487
BP13,2002-12-01,0.46628302335739136
BP13,2003-01-01,0.5599416494369507
BP13,2003-02-01,0.5688706934452057
BP13,2003-03-01,0.4455261826515198
BP13,2003-04-01,0.4244900047779083
BP13,2003-05-01,0.7256918549537659
BP13,2003-06-01,NA
BP13,2003-07-01,0.3757196068763733
BP13,2003-08-01,0.4198310971260071
BP13,2003-09-01,0.4050051122903824
BP13,2003-10-01,0.3987784683704376
BP13,2003-11-01,0.46979735791683197
BP13,2003-12-01,0.4170752167701721
BP13,2004-01-01,0.41218748688697815
BP13,2004-02-01,0.44930076599121094
BP13,2004-03-01,0.34591835737228394
BP13,2004-04-01,0.3681364059448242
BP13,2004-05-01,0.38889017701148987
BP13,2004-06-01,NA
BP13,2004-07-01,0.44366297125816345
BP13,2004-08-01,0.47857482731342316
BP13,2004-09-01,0.46388161182403564
BP13,2004-10-01,0.4615063816308975
BP13,2004-11-01,0.3652641177177429
BP13,2004-12-01,NA
BP13,2005-01-01,0.5316222906112671
BP13,2005-02-01,0.3363095819950104
BP13,2005-03-01,0.5093845129013062
BP13,2005-04-01,0.5132661461830139
BP13,2005-05-01,0.32827210426330566
BP13,2005-06-01,0.42441876232624054
BP13,2005-07-01,0.17066612839698792
BP13,2005-08-01,0.3686378002166748
BP13,2005-09-01,0.5274280905723572
BP13,2005-10-01,0.4424567371606827
BP13,2005-11-01,0.3332858681678772
BP13,2005-12-01,0.5446535348892212
BP13,2006-01-01,0.48357102274894714
BP13,2006-02-01,0.45631469786167145
BP13,2006-03-01,0.5243156850337982
BP13,2006-04-01,0.4241780787706375
BP13,2006-05-01,0.2932341992855072
BP13,2006-06-01,0.382453128695488
BP13,2006-07-01,0.3360608220100403
BP13,2006-08-01,0.4172964096069336
BP13,2006-09-01,0.39003297686576843
BP13,2006-10-01,0.38765254616737366
BP13,2006-11-01,0.418375700712204
BP13,2006-12-01,0.3550320863723755
BP13,2007-01-01,0.3581028878688812
BP13,2007-02-01,0.46942660212516785
BP13,2007-03-01,0.4637719839811325
BP13,2007-04-01,0.3029453158378601
BP13,2007-05-01,0.4026210606098175
BP13,2007-06-01,0.3216327428817749
BP13,2007-07-01,0.4284403771162033
BP13,2007-08-01,0.401423841714859
BP13,2007-09-01,0.3462890386581421
BP13,2007-10-01,0.4378805458545685
BP13,2007-11-01,0.47075679898262024
BP13,2007-12-01,0.3439960479736328
BP13,2008-01-01,0.338833212852478
BP13,2008-02-01,0.5244218111038208
BP13,2008-03-01,0.27691590785980225
BP13,2008-04-01,0.38588735461235046
BP13,2008-05-01,0.39726975560188293
BP13,2008-06-01,0.39219367504119873
BP13,2008-07-01,NA
BP13,2008-08-01,0.5678797960281372
BP13,2008-09-01,0.5203037858009338
BP13,2008-10-01,0.31361347436904907
BP13,2008-11-01,0.4257489740848541
BP13,2008-12-01,0.4530497193336487
BP13,2009-01-01,0.3978029489517212
BP13,2009-02-01,0.48149949312210083
BP13,2009-03-01,0.49654340744018555
BP13,2009-04-01,0.616816908121109
BP13,2009-05-01,0.36956197023391724
BP13,2009-06-01,0.38372448086738586
BP13,2009-07-01,0.3449661135673523
BP13,2009-08-01,0.31701308488845825
BP13,2009-09-01,0.6027312278747559
BP13,2009-10-01,0.5017838478088379
BP13,2009-11-01,0.32696640491485596
BP13,2009-12-01,0.42891421914100647
BP13,2010-01-01,0.4362832009792328
BP13,2010-02-01,0.43253499269485474
BP13,2010-03-01,0.4783185124397278
BP13,2010-04-01,0.37180717289447784
BP13,2010-05-01,0.44178009033203125
BP13,2010-06-01,0.46743500232696533
BP13,2010-07-01,0.39647626876831055
BP13,2010-08-01,0.4429699778556824
BP13,2010-09-01,0.41366487741470337
BP13,2010-10-01,0.26472294330596924
BP13,2010-11-01,0.3283196985721588
BP13,2010-12-01,0.6657342314720154
BP13,2011-01-01,0.3527146577835083
BP13,2011-02-01,0.4176521450281143
BP13,2011-03-01,0.4995587468147278
BP13,2011-04-01,NA
BP13,2011-05-01,0.35004936158657074
BP13,2011-06-01,0.3504847288131714
BP13,2011-07-01,0.477579802274704
BP13,2011-08-01,0.3340787887573242
BP13,2011-09-01,0.5025285184383392
BP13,2011-10-01,0.5118072330951691
BP13,2011-11-01,0.5639061331748962
BP13,2011-12-01,0.3177089989185333
BP13,2012-01-01,0.3151489198207855
BP13,2012-02-01,0.5691506266593933
BP13,2012-03-01,0.484526664018631
BP13,2012-04-01,0.6821459531784058
BP13,2012-05-01,0.33469489216804504
BP13,2012-06-01,NA
BP13,2012-07-01,0.5073081851005554
BP13,2012-08-01,0.440591037273407
BP13,2012-09-01,0.41120806336402893
BP13,2012-10-01,0.42320796847343445
BP13,2012-11-01,0.531340628862381
BP13,2012-12-01,0.26021209359169006
BP13,2013-01-01,0.38180436193943024
BP13,2013-02-01,0.3253512382507324
BP13,2013-03-01,0.5553483366966248
BP13,2013-04-01,0.4557395428419113
BP13,2013-05-01,0.36504560708999634
BP13,2013-06-01,NA
BP13,2013-07-01,0.4634738266468048
BP13,2013-08-01,0.5190838128328323
BP13,2013-09-01,0.34462082386016846
BP13,2013-10-01,0.410771444439888
BP13,2013-11-01,0.310637891292572
BP13,2013-12-01,0.2985510528087616
BP13,2014-01-01,0.4384622573852539
BP13,2014-02-01,0.4357607364654541
BP13,2014-03-01,0.5149655938148499
BP13,2014-04-01,0.5738575458526611
BP13,2014-05-01,0.34404999017715454
BP13,2014-06-01,0.5469898283481598
BP13,2014-07-01,0.3695541024208069
BP13,2014-08-01,0.35079480707645416
BP13,2014-09-01,0.6646395027637482
BP13,2014-10-01,0.35441726446151733
BP13,2014-11-01,0.5027586817741394
BP13,2014-12-01,0.30585649609565735
BP13,2015-01-01,0.3373751640319824
BP13,2015-02-01,0.4332987517118454
BP13,2015-03-01,0.5734025239944458
BP13,2015-04-01,0.257731556892395
BP13,2015-05-01,0.5019416809082031
BP13,2015-06-01,0.48970696330070496
BP13,2015-07-01,NA
BP13,2015-08-01,0.4021686911582947
BP13,2015-09-01,0.47662487626075745
BP13,2015-10-01,0.5339258313179016
BP13,2015-11-01,0.37917470932006836
BP13,2015-12-01,0.4927206337451935
BP13,2016-01-01,0.3080228418111801
BP13,2016-02-01,0.3800429403781891
BP13,2016-03-01,0.42203956842422485
BP13,2016-04-01,0.553003340959549
BP13,2016-05-01,0.25081828236579895
BP13,2016-06-01,0.3482508063316345
BP13,2016-07-01,NA
BP13,2016-08-01,0.36057785153388977
BP13,2016-09-01,0.39733579754829407
BP13,2016-10-01,0.45550109446048737
BP13,2016-11-01,0.40474382042884827
BP13,2016-12-01,0.31133773922920227
BP13,2017-01-01,0.6213527023792267
BP13,2017-02-01,0.3934808373451233
BP13,2017-03-01,0.3957742750644684
BP13,2017-04-01,0.4025116562843323
BP13,2017-05-01,0.3879493772983551
BP13,2017-06-01,0.2540116608142853
BP13,2017-07-01,0.5501715540885925
BP13,2017-08-01,0.6287086009979248
BP13,2017-09-01,0.3574535399675369
BP13,2017-10-01,0.394573375582695
BP13,2017-11-01,0.43630412220954895
BP13,2017-12-01,0.5358489751815796
BP13,2018-01-01,0.4036136865615845
BP13,2018-02-01,0.3528657853603363
BP13,2018-03-01,0.4179033637046814
BP13,2018-04-01,0.6323059797286987
BP13,2018-05-01,0.5119927227497101
BP13,2018-06-01,0.33576229214668274
BP13,2018-07-01,0.37547600269317627
BP13,2018-08-01,0.4479956030845642
BP13,2018-09-01,0.413547620177269
BP13,2018-10-01,0.4313291609287262
BP13,2018-11-01,0.45047619938850403
BP13,2018-12-01,0.3317646086215973
BP13,2019-01-01,0.2529844641685486
BP13,2019-02-01,0.44896888732910156
BP13,2019-03-01,0.3098309636116028
LH02,2002-07-01,0.5308612585067749
LH02,2002-08-01,0.9836713671684265
LH02,2002-09-01,0.5147823095321655
LH02,2002-10-01,0.46947120130062103
LH02,2002-11-01,0.43043437600135803
LH02,2002-12-01,0.5175364017486572
LH02,2003-01-01,0.755007266998291
LH02,2003-02-01,0.7036133706569672
LH02,2003-03-01,0.4510084390640259
LH02,2003-04-01,0.6098536849021912
LH02,2003-05-01,0.4246976226568222
LH02,2003-06-01,NA
LH02,2003-07-01,0.5026704668998718
LH02,2003-08-01,0.5653584003448486
LH02,2003-09-01,0.28688332438468933
LH02,2003-10-01,0.41931796073913574
LH02,2003-11-01,0.5654621720314026
LH02,2003-12-01,0.532390832901001
LH02,2004-01-01,0.5760059356689453
LH02,2004-02-01,0.41242435574531555
LH02,2004-03-01,0.40267138183116913
LH02,2004-04-01,0.37045204639434814
LH02,2004-05-01,0.5416688323020935
LH02,2004-06-01,NA
LH02,2004-07-01,0.47339680790901184
LH02,2004-08-01,0.34846100211143494
LH02,2004-09-01,0.4096435308456421
LH02,2004-10-01,0.7137238383293152
LH02,2004-11-01,0.5712543725967407
LH02,2004-12-01,NA
LH02,2005-01-01,0.596856415271759
LH02,2005-02-01,0.5158057808876038
LH02,2005-03-01,0.43337899446487427
LH02,2005-04-01,0.46764393150806427
LH02,2005-05-01,NA
LH02,2005-06-01,NA
LH02,2005-07-01,0.5556398630142212
LH02,2005-08-01,0.47491782903671265
LH02,2005-09-01,NA
LH02,2005-10-01,0.5530659556388855
LH02,2005-11-01,0.47286027669906616
LH02,2005-12-01,NA
LH02,2006-01-01,0.6811345815658569
LH02,2006-02-01,0.6600954532623291
LH02,2006-03-01,0.39424335956573486
LH02,2006-04-01,0.49717068672180176
LH02,2006-05-01,NA
LH02,2006-06-01,NA
LH02,2006-07-01,0.6112672686576843
LH02,2006-08-01,0.6401852965354919
LH02,2006-09-01,0.41616520285606384
LH02,2006-10-01,0.379677414894104
LH02,2006-11-01,0.44438087940216064
LH02,2006-12-01,0.46979281306266785
LH02,2007-01-01,NA
LH02,2007-02-01,0.7399812340736389
LH02,2007-03-01,0.5236435830593109
LH02,2007-04-01,0.40194904804229736
LH02,2007-05-01,NA
LH02,2007-06-01,NA
LH02,2007-07-01,0.43901588022708893
LH02,2007-08-01,0.46175116300582886
LH02,2007-09-01,0.38756996393203735
LH02,2007-10-01,0.46010707318782806
LH02,2007-11-01,0.4566231071949005
LH02,2007-12-01,0.5443679094314575
LH02,2008-01-01,0.42997346818447113
LH02,2008-02-01,0.590142697095871
LH02,2008-03-01,0.4643171727657318
LH02,2008-04-01,0.47805142402648926
LH02,2008-05-01,NA
LH02,2008-06-01,NA
LH02,2008-07-01,NA
LH02,2008-08-01,0.4975461959838867
LH02,2008-09-01,NA
LH02,2008-10-01,NA
LH02,2008-11-01,NA
LH02,2008-12-01,0.7409180402755737
LH02,2009-01-01,0.5598084926605225
LH02,2009-02-01,0.6305090188980103
LH02,2009-03-01,0.5732083916664124
LH02,2009-04-01,0.5336703658103943
LH02,2009-05-01,NA
LH02,2009-06-01,0.2669600248336792
LH02,2009-07-01,0.3962783217430115
LH02,2009-08-01,0.4901353120803833
LH02,2009-09-01,0.4246356785297394
LH02,2009-10-01,0.5720129609107971
LH02,2009-11-01,0.43904417753219604
LH02,2009-12-01,0.6110692024230957
LH02,2010-01-01,0.5010626763105392
LH02,2010-02-01,0.49220818281173706
LH02,2010-03-01,0.6176751852035522
LH02,2010-04-01,0.4688796252012253
LH02,2010-05-01,0.5660746693611145
LH02,2010-06-01,0.5429255366325378
LH02,2010-07-01,0.6873224079608917
LH02,2010-08-01,0.582762598991394
LH02,2010-09-01,0.4813110828399658
LH02,2010-10-01,0.4066714942455292
LH02,2010-11-01,0.6646053791046143
LH02,2010-12-01,0.7520827949047089
LH02,2011-01-01,0.45837509632110596
LH02,2011-02-01,0.4997749328613281
LH02,2011-03-01,0.5884245038032532
LH02,2011-04-01,0.7036780118942261
LH02,2011-05-01,0.40453286468982697
LH02,2011-06-01,NA
LH02,2011-07-01,0.438496470451355
LH02,2011-08-01,0.4200207591056824
LH02,2011-09-01,0.8378919959068298
LH02,2011-10-01,0.41483089327812195
LH02,2011-11-01,NA
LH02,2011-12-01,0.4217950999736786
LH02,2012-01-01,NA
LH02,2012-02-01,0.5913679599761963
LH02,2012-03-01,0.44344331324100494
LH02,2012-04-01,0.5897733569145203
LH02,2012-05-01,0.4583330899477005
LH02,2012-06-01,NA
LH02,2012-07-01,NA
LH02,2012-08-01,0.4551349878311157
LH02,2012-09-01,0.4248724579811096
LH02,2012-10-01,0.35850194096565247
LH02,2012-11-01,0.4914333373308182
LH02,2012-12-01,0.47804027795791626
LH02,2013-01-01,0.46560508012771606
LH02,2013-02-01,NA
LH02,2013-03-01,0.6219163835048676
LH02,2013-04-01,0.42411650717258453
LH02,2013-05-01,NA
LH02,2013-06-01,NA
LH02,2013-07-01,NA
LH02,2013-08-01,0.5336634516716003
LH02,2013-09-01,0.4234827011823654
LH02,2013-10-01,0.6267551183700562
LH02,2013-11-01,0.3306477665901184
LH02,2013-12-01,0.40941524505615234
LH02,2014-01-01,0.5068038702011108
LH02,2014-02-01,0.5428271293640137
LH02,2014-03-01,0.8211969137191772
LH02,2014-04-01,0.3968934714794159
LH02,2014-05-01,0.4983944147825241
LH02,2014-06-01,0.5895167589187622
LH02,2014-07-01,NA
LH02,2014-08-01,0.4533502459526062
LH02,2014-09-01,0.44454479217529297
LH02,2014-10-01,NA
LH02,2014-11-01,0.6790660619735718
LH02,2014-12-01,0.5276113748550415
LH02,2015-01-01,0.5383567810058594
LH02,2015-02-01,0.7135172486305237
LH02,2015-03-01,0.609420657157898
LH02,2015-04-01,0.49562929570674896
LH02,2015-05-01,0.4859933853149414
LH02,2015-06-01,0.6031916737556458
LH02,2015-07-01,NA
LH02,2015-08-01,0.5564633011817932
LH02,2015-09-01,0.43053147196769714
LH02,2015-10-01,0.4878127872943878
LH02,2015-11-01,NA
LH02,2015-12-01,0.6058373153209686
LH02,2016-01-01,NA
LH02,2016-02-01,0.3715361952781677
LH02,2016-03-01,0.6828407049179077
LH02,2016-04-01,0.3918551206588745
LH02,2016-05-01,NA
LH02,2016-06-01,0.5462522506713867
LH02,2016-07-01,NA
LH02,2016-08-01,0.536118745803833
LH02,2016-09-01,0.5066379010677338
LH02,2016-10-01,0.46852990984916687
LH02,2016-11-01,0.3765645921230316
LH02,2016-12-01,NA
LH02,2017-01-01,0.5006298422813416
LH02,2017-02-01,0.5810372233390808
LH02,2017-03-01,0.43727362155914307
LH02,2017-04-01,0.7963997423648834
LH02,2017-05-01,0.473472535610199
LH02,2017-06-01,NA
LH02,2017-07-01,0.5635372400283813
LH02,2017-08-01,0.48957234621047974
LH02,2017-09-01,0.4262625426054001
LH02,2017-10-01,0.4380921870470047
LH02,2017-11-01,0.43243280053138733
LH02,2017-12-01,0.5147529244422913
LH02,2018-01-01,0.625913679599762
LH02,2018-02-01,0.45486685633659363
LH02,2018-03-01,0.5035545825958252
LH02,2018-04-01,0.8261958360671997
LH02,2018-05-01,0.786668062210083
LH02,2018-06-01,0.3494073748588562
LH02,2018-07-01,NA
LH02,2018-08-01,NA
LH02,2018-09-01,0.49296826124191284
LH02,2018-10-01,0.5820421576499939
LH02,2018-11-01,0.9267452955245972
LH02,2018-12-01,0.46130847930908203
LH02,2019-01-01,0.33465152978897095
LH02,2019-02-01,0.44050073623657227
LH02,2019-03-01,0.35430505871772766
LH01,2002-07-01,0.5393026769161224
LH01,2002-08-01,0.3648100793361664
LH01,2002-09-01,0.6144887804985046
LH01,2002-10-01,0.4388357400894165
LH01,2002-11-01,0.5085073113441467
LH01,2002-12-01,0.4800315499305725
LH01,2003-01-01,0.5532735586166382
LH01,2003-02-01,0.6544666886329651
LH01,2003-03-01,0.48233580589294434
LH01,2003-04-01,0.5739285349845886
LH01,2003-05-01,0.43780769407749176
LH01,2003-06-01,NA
LH01,2003-07-01,0.41423675417900085
LH01,2003-08-01,0.4170338809490204
LH01,2003-09-01,0.5627108812332153
LH01,2003-10-01,0.36975206434726715
LH01,2003-11-01,0.49271833896636963
LH01,2003-12-01,0.4305638372898102
LH01,2004-01-01,0.48707643151283264
LH01,2004-02-01,0.4853277951478958
LH01,2004-03-01,0.37604600191116333
LH01,2004-04-01,NA
LH01,2004-05-01,0.38339370489120483
LH01,2004-06-01,NA
LH01,2004-07-01,0.5113383531570435
LH01,2004-08-01,NA
LH01,2004-09-01,0.3512357324361801
LH01,2004-10-01,0.6716610789299011
LH01,2004-11-01,0.4293995797634125
LH01,2004-12-01,NA
LH01,2005-01-01,0.5216529965400696
LH01,2005-02-01,0.5084062665700912
LH01,2005-03-01,0.5062724500894547
LH01,2005-04-01,0.45834100246429443
LH01,2005-05-01,NA
LH01,2005-06-01,NA
LH01,2005-07-01,NA
LH01,2005-08-01,0.37684309482574463
LH01,2005-09-01,0.6878162026405334
LH01,2005-10-01,0.435659795999527
LH01,2005-11-01,0.3412322849035263
LH01,2005-12-01,0.4995071291923523
LH01,2006-01-01,0.5206478238105774
LH01,2006-02-01,0.6033068895339966
LH01,2006-03-01,0.4058002829551697
LH01,2006-04-01,0.6573003530502319
LH01,2006-05-01,NA
LH01,2006-06-01,0.3838561773300171
LH01,2006-07-01,0.6383176743984222
LH01,2006-08-01,0.4418331980705261
LH01,2006-09-01,0.39003297686576843
LH01,2006-10-01,0.38765254616737366
LH01,2006-11-01,0.5009191930294037
LH01,2006-12-01,0.39826799929142
LH01,2007-01-01,0.42910635471343994
LH01,2007-02-01,0.6243715286254883
LH01,2007-03-01,0.4445461332798004
LH01,2007-04-01,0.3510458171367645
LH01,2007-05-01,0.5877444744110107
LH01,2007-06-01,NA
LH01,2007-07-01,0.5043911337852478
LH01,2007-08-01,0.425640344619751
LH01,2007-09-01,0.3442157804965973
LH01,2007-10-01,0.46443894505500793
LH01,2007-11-01,0.41793692111968994
LH01,2007-12-01,0.5414082407951355
LH01,2008-01-01,0.2828241437673569
LH01,2008-02-01,0.6315919756889343
LH01,2008-03-01,0.42874807119369507
LH01,2008-04-01,0.3657844662666321
LH01,2008-05-01,0.5102965235710144
LH01,2008-06-01,NA
LH01,2008-07-01,NA
LH01,2008-08-01,0.45475587248802185
LH01,2008-09-01,0.6442119479179382
LH01,2008-10-01,0.32835522294044495
LH01,2008-11-01,0.3739948272705078
LH01,2008-12-01,0.6220322251319885
LH01,2009-01-01,0.3978029489517212
LH01,2009-02-01,0.6348572373390198
LH01,2009-03-01,0.5488451421260834
LH01,2009-04-01,0.5550725758075714
LH01,2009-05-01,0.5829989314079285
LH01,2009-06-01,1.9021785259246826
LH01,2009-07-01,0.36268067359924316
LH01,2009-08-01,0.2742959260940552
LH01,2009-09-01,0.7193404138088226
LH01,2009-10-01,0.5286486744880676
LH01,2009-11-01,0.4983328878879547
LH01,2009-12-01,0.36617136001586914
LH01,2010-01-01,0.4682878255844116
LH01,2010-02-01,0.5086347460746765
LH01,2010-03-01,0.5572593212127686
LH01,2010-04-01,0.35118231177330017
LH01,2010-05-01,0.44178009033203125
LH01,2010-06-01,0.4811832755804062
LH01,2010-07-01,0.4710593670606613
LH01,2010-08-01,0.5587129890918732
LH01,2010-09-01,0.4374890625476837
LH01,2010-10-01,NA
LH01,2010-11-01,0.6845715641975403
LH01,2010-12-01,0.652665764093399
LH01,2011-01-01,0.37533026933670044
LH01,2011-02-01,0.4178902953863144
LH01,2011-03-01,0.792393147945404
LH01,2011-04-01,0.6727054417133331
LH01,2011-05-01,0.41945356130599976
LH01,2011-06-01,NA
LH01,2011-07-01,0.5418186485767365
LH01,2011-08-01,0.4048396944999695
LH01,2011-09-01,0.8019951581954956
LH01,2011-10-01,0.4574037045240402
LH01,2011-11-01,0.5639061331748962
LH01,2011-12-01,0.3088732361793518
LH01,2012-01-01,NA
LH01,2012-02-01,0.596390426158905
LH01,2012-03-01,0.5429748296737671
LH01,2012-04-01,0.7413061857223511
LH01,2012-05-01,0.3464440405368805
